,Title,Artist,URI,Target,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6969,Just Dropped In (To See What Condition My Condition Was In),Sharon Jones & The Dap-Kings,7KLYrPB6My9FTGCq1Qzi0U,0,0.644,0.726,10.0,-7.398,0.0,0.0446,0.171,0.000488,0.0909,0.888,133.326,179133.0,4.0
6970,"Alcohol, Tobacco and Firearms",Mickey Lamantia,5WWRZb8cL1AITVE17cDyZn,0,0.733,0.831,2.0,-5.601,1.0,0.0311,0.136,0.000216,0.291,0.863,122.053,200174.0,4.0
6971,"Bad Reputation - From the ""Freaks and Geeks"" Documentary",Hannah Georgas,3ThErzWPre18e4gjKSNBWv,0,0.506,0.309,4.0,-14.274,1.0,0.0345,0.914,0.0425,0.114,0.226,125.115,196800.0,4.0
6972,Jesus Firm Foundation,The Worship Initiative,070avruqvl5WLiAdEva2Lt,0,0.425,0.556,0.0,-10.725,1.0,0.0288,0.00834,1.49e-05,0.0786,0.212,157.989,230903.0,4.0
6973,Three Theories,Mr. Doctor,3hDC8lBmeuIN5LoDHxzGNn,0,0.797,0.534,6.0,-12.549,0.0,0.443,0.457,0.0,0.0991,0.72,87.148,210506.0,4.0
6974,Fdp (feat. Slim 400 & Sad Boy Loko),Keda Ru,3wt41iiCtaduneiDGFeRDp,0,0.712,0.824,4.0,-4.546,0.0,0.307,0.141,0.0,0.065,0.775,92.595,253905.0,4.0
6975,Ready for the Bettys,The Bettys,4idRRwlqWgLtzPnxh7jp5c,0,0.681,0.755,6.0,-3.561,1.0,0.0777,0.00479,0.0,0.113,0.356,160.792,61373.0,4.0
6976,The White Cliffs of Dover,Tony Osbourne And His Orchestra,1qq03fMEgx0qTei1O7Nibu,0,0.272,0.129,8.0,-12.025,1.0,0.0321,0.966,1.69e-05,0.263,0.236,92.49,184493.0,3.0
6977,Çunat E Rrugës,Gjiko,5WThpTzCAU2wxdwPyycsYt,0,0.683,0.776,11.0,-8.135,0.0,0.21,0.424,1.54e-05,0.131,0.483,174.038,210345.0,4.0
6978,Outlines,AM & Shawn Lee,0FrC2cP7P20AYUOMjPFr2I,0,0.708,0.628,9.0,-8.459,0.0,0.0437,0.032,0.129,0.0644,0.962,80.372,227100.0,3.0
6979,All Girls Are The Same,Juice WRLD,4VXIryQMWpIdGgYR4TrjT1,0,0.671,0.529,0.0,-7.226,1.0,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820.0,4.0
6980,"Concerto en ré mineur, BWV 974: II. Adagio",Johann Sebastian Bach,4a8dR8XKOBOMxUSr8UT58W,0,0.354,0.0322,2.0,-27.492,0.0,0.0435,0.992,0.955,0.104,0.0638,67.872,253413.0,4.0
6981,Scary background music Environmental sound,frightener,2JW40vCkkI4Cn351lnPrsE,0,0.318,0.00393,0.0,-35.245,0.0,0.0555,0.00872,0.0805,0.158,0.0905,126.138,411241.0,3.0
6982,Closure,Don Dairy,6hptT5CDAn8OFxB3pgXY84,0,0.526,0.64,6.0,-10.136,0.0,0.353,0.00286,0.000702,0.115,0.314,79.602,192052.0,4.0
6983,Born to the Night,Ava Max,1iatZzgryaJh79PNFq2bi8,0,0.59,0.698,9.0,-5.891,1.0,0.0372,0.0352,0.0,0.233,0.406,139.985,199331.0,4.0
6984,Your Book And My Bookmark,Umitaro Abe,1gyc5LpZBUuATAV0vkNN0n,0,0.628,0.0947,2.0,-11.318,1.0,0.102,0.906,0.059,0.0675,0.712,178.986,156413.0,4.0
6985,Una Calle Nos Separa,Nestor En Bloque,48yRazqbGXUfSpGiTPNw0r,0,0.772,0.806,0.0,-5.308,1.0,0.0668,0.219,1.78e-05,0.138,0.765,134.98,212062.0,3.0
6986,Working My Way Back to You,Frankie Valli & The Four Seasons,63dsx4UMGHGjOOc7istUjc,0,0.684,0.721,0.0,-9.475,1.0,0.0811,0.477,0.0,0.0688,0.565,114.151,186133.0,4.0
6987,Dragon Boat Competition,北京中央音樂學院民樂團,21yHPxI5iz0sksgELjbzw8,0,0.351,0.219,0.0,-17.347,1.0,0.035,0.728,0.0106,0.268,0.514,127.768,238307.0,4.0
6988,Ear Cleaning and Medical Examination Pt.4,Madi ASMR,1OcvZLjrBbk9TblLKXar9H,0,0.319,0.0147,1.0,-36.286,1.0,0.347,0.00463,0.0196,0.263,0.138,90.637,348761.0,4.0
6989,Wired,Ivan & Alyosha,4DHw3mjicWMm92UhLHzYm7,0,0.521,0.907,0.0,-5.23,1.0,0.0469,0.00299,0.0,0.0607,0.427,122.982,280573.0,4.0
6990,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2hrUO4drrO63i7FYbCLBl2,0,0.717,0.73,9.0,-4.729,0.0,0.0568,0.383,0.0,0.398,0.792,102.002,251173.0,4.0
6991,Friendship,Kyle Dixon & Michael Stein,20zCnBjK6aIgvvy66qZ7RV,0,0.0909,0.0192,11.0,-27.583,1.0,0.0418,0.982,0.891,0.109,0.163,174.064,72667.0,5.0
6992,Getting There From Here (with Todd Edwards) – Miami Horror & Lazywax Remix,Poolside,4Hi4wA1Mn6TQ3jrF7uQAci,0,0.828,0.733,9.0,-5.949,0.0,0.0776,0.0301,0.351,0.0724,0.943,111.99,330000.0,4.0
6993,Roles y Oficios,Orquesta de Perros,4C8umykP6uGUGWXEqbIBkh,0,0.416,0.558,4.0,-6.301,1.0,0.0254,0.264,3.81e-06,0.24,0.478,95.848,210800.0,4.0
6994,Elevator Operator,Courtney Barnett,2TU2AKfHgZhyTrXhdToRfZ,0,0.682,0.769,1.0,-7.197,1.0,0.0324,0.000766,0.00898,0.36,0.769,131.693,194947.0,4.0
6995,Bibles & vibrators,Mr. Marco's V7,3dfLE5mACjEaU65hC4QJaT,0,0.344,0.751,4.0,-7.502,0.0,0.0294,0.0459,0.524,0.132,0.682,92.25,319360.0,4.0
6996,528 Hz Restore Consciousness,Sound Bath,5vOW4leT61KmJbwhTJMioV,0,0.309,0.281,0.0,-15.926,1.0,0.0681,0.911,0.937,0.113,0.028,127.253,60000.0,3.0
6997,Frame of Mind,Matsirt,3e56nF8NUOMAEYQPNrVVtj,0,0.435,0.727,1.0,-6.969,1.0,0.0611,0.0424,4.6e-06,0.105,0.399,174.992,274286.0,4.0
6998,When And Where A Real World Occurs,Youinseries,5gfHsACXwe6bRoAf1zQHDu,0,0.416,0.747,1.0,-5.115,1.0,0.0453,0.0326,0.0,0.366,0.172,80.996,231333.0,4.0
6999,Purchase,L.S.L. Monde,5x8B5IsunWmqk0EShafgR4,0,0.401,0.65,8.0,-9.865,0.0,0.0449,0.00476,0.00383,0.0876,0.285,97.746,227320.0,4.0
7000,Synthetic Biology,Michael Hayes,35NdiHAnlgrwXIo0SavaAB,0,0.783,0.454,9.0,-13.719,0.0,0.0583,0.752,0.492,0.0646,0.769,119.996,95750.0,4.0
7001,"Drink, Smoke and Fcuk",RZA,1M90Ij00igsSjXZIUWvfae,0,0.75,0.584,10.0,-6.095,0.0,0.384,0.0663,0.0,0.0542,0.661,173.903,203893.0,4.0
7002,We Hostel,Bruno E.,61Yt3cBKLWeKLxowAY7cKy,0,0.556,0.887,6.0,-9.232,1.0,0.0646,0.00557,0.89,0.11,0.788,119.936,334879.0,4.0
7003,Photographic Memory and the Twist,Niall MacMahon,3Qyzhe5GmQMT5Yqj0z0kKC,0,0.271,0.393,6.0,-12.931,0.0,0.054,0.0957,9.76e-05,0.0629,0.17,84.508,303667.0,3.0
7004,Capabilities & Limitations,BJ Sick,5PukUoaUJC2cRMYohDERMs,0,0.531,0.449,6.0,-10.727,1.0,0.0912,0.0556,0.832,0.265,0.79,163.537,239804.0,4.0
7005,Discover The Keys To Popularity,Dale Carnegie,0xtnPN1LbTTCTxTWxeF2fs,0,0.659,0.307,9.0,-13.373,1.0,0.933,0.614,0.0,0.34,0.776,92.898,1005767.0,4.0
7006,Sheltered In The Arms Of God,Hillary Scott & The Scott Family,5RyCxhF5avgIsYcZygE3uO,0,0.303,0.391,3.0,-8.004,1.0,0.0265,0.883,0.0,0.112,0.172,135.205,284747.0,4.0
7007,Massive & Crew,For Peace Band,6XgSfn5bEZy0IRK4niqKsW,0,0.901,0.624,7.0,-6.993,1.0,0.108,0.254,0.0,0.378,0.835,129.98,213808.0,4.0
7008,Needles and Pins,Deftones,1oTKnx7AgEhA5wUs3Z8rrr,0,0.374,0.916,6.0,-5.153,1.0,0.0512,8.64e-06,0.216,0.394,0.624,140.471,203067.0,4.0
7009,So Happy I Could Die,Lady Gaga,4MfBFhIBXrmqrczjYqasLp,0,0.557,0.789,0.0,-5.093,1.0,0.0313,0.000326,0.00305,0.153,0.367,99.982,234853.0,4.0
7010,Popurri Exitos En Vivo,El Chaval de la Bachata,43jG1qLwhvkqmNWE5kh7uz,0,0.685,0.607,9.0,-8.436,0.0,0.0411,0.367,0.0,0.057,0.878,132.191,599745.0,4.0
7011,Signing off,Helen Merrill,55SgIn0RXrY0tKeg82lDFj,0,0.593,0.08,0.0,-20.944,0.0,0.0635,0.801,0.0,0.391,0.329,93.438,92587.0,4.0
7012,I'd Rather F*** You - Edit,N.W.A.,0q4AAQVTdzyndPfKXabp0t,0,0.409,0.802,11.0,-6.933,0.0,0.314,0.0168,0.0,0.098,0.659,164.423,239200.0,4.0
7013,Critical Mistake,Neck Deep,2RsB1iRK8dqys4xPYcK73B,0,0.66,0.96,5.0,-4.148,0.0,0.0556,0.00144,2.37e-06,0.252,0.821,129.962,195587.0,4.0
7014,Foreign Language - Will Saul & Tam Cooper Remix,Flight Facilities,6327DFlu15JNYAOBTJCtmd,0,0.93,0.547,11.0,-11.296,0.0,0.119,0.00292,0.085,0.082,0.916,116.987,432240.0,4.0
7015,Autogenes Training,Meditationsmusik Sammlung,3zUYyzOa3xgOtoGjDrZmzW,0,0.266,0.0516,7.0,-29.052,0.0,0.063,0.952,0.888,0.113,0.144,56.408,215892.0,3.0
7016,Close As Strangers,5 Seconds of Summer,7EYVg6Re3JLrTprnEp4J4F,0,0.467,0.796,9.0,-5.265,1.0,0.0351,0.0218,0.0,0.0877,0.338,150.016,199930.0,4.0
7017,ONE BEER (feat. Lauren Alaina & Devin Dawson),HARDY,5FmvaZGd6fulojSToozLRD,0,0.516,0.745,2.0,-8.352,1.0,0.0774,0.564,0.0,0.275,0.826,186.006,173173.0,3.0
7018,Cobra Reporting In,Travailleur En Trance,2z3Yk0dKSNc5ZQz93hGmI1,0,0.328,0.757,6.0,-12.996,1.0,0.147,0.007,0.0867,0.242,0.127,155.53,131387.0,4.0
7019,Improve Self Confidence,Brain Waves Therapy,5FxbL5YcXLzzefs641NvL9,0,0.101,0.115,1.0,-22.037,1.0,0.0532,0.00423,0.962,0.112,0.0245,81.86,200500.0,5.0
7020,Wins & Losses,Meek Mill,0hjLM1wMtk27Qd4ZihyHmi,0,0.683,0.854,2.0,-3.915,1.0,0.196,0.0948,0.0,0.267,0.131,92.006,189057.0,4.0
7021,Reduces Stress and Anxiety,Healing Music Academy,19R5NsiKRngoejIPbTP7UL,0,0.512,0.175,5.0,-21.525,1.0,0.057,0.993,0.943,0.0851,0.0929,126.24,282007.0,4.0
7022,"Get Lifted (feat. TAKE-IT, Action Bronson, Killa Sha, Prince Ug, TAKE-IT, Action Bronson, Killa Sha, PRINCE-ORIGINAL, TAKE-IT, Action Bronson, Killa Sha, Prince Ug, TAKE-IT, Action Bronson, Killa Sha & PRINCE-ORIGINAL)",J-Love,44f1tAzyMvJ0He7G2QcILx,0,0.822,0.391,0.0,-10.903,0.0,0.172,0.391,1.77e-06,0.128,0.68,96.988,287013.0,4.0
7023,Realer N Realer,Future,4VMiNOpnjRwSCwmHaUfOMM,0,0.73,0.465,1.0,-6.29,1.0,0.278,0.0117,0.0,0.28,0.367,148.028,170920.0,4.0
7024,I Have Decided To Follow Jesus - Live,Bill & Gloria Gaither,7ya6sgWZTnJDcZBTkVjZlF,0,0.223,0.371,0.0,-10.163,1.0,0.0337,0.571,4.64e-05,0.369,0.297,112.253,161173.0,3.0
7025,Romeo y Julieta,Paulo Londra,3lSfq8WiDcQXEn8sqHCTZZ,0,0.871,0.636,4.0,-6.916,0.0,0.0826,0.0145,0.0,0.0953,0.464,130.051,181554.0,4.0
7026,No New Friends - SFTB Remix,DJ Khaled,04a1HkNH7LFsG5mEiLN7vl,0,0.703,0.681,2.0,-6.356,1.0,0.133,0.00589,0.0,0.449,0.245,124.928,308333.0,4.0
7027,Understanding,Bob Seger,4oBLp0Gx8xoxhq4DXcQ7ps,0,0.731,0.756,9.0,-5.95,1.0,0.0266,0.0766,8.91e-05,0.0448,0.514,119.61,224667.0,4.0
7028,Nevada - Beach House Mix,Schwarz & Funk,5FAQtP22BGsW92hcPWBOfA,0,0.899,0.492,0.0,-8.798,1.0,0.0418,0.0903,0.853,0.0726,0.689,110.001,367750.0,4.0
7029,"Mekhi Phifer, You Are Mentioned At Least Two Songs Now",Papa Razzi and the Photogs,1maWzZbeYrcd3qvsYfVw5W,0,0.672,0.248,10.0,-13.18,1.0,0.0807,0.912,0.0,0.142,0.9,132.652,96040.0,4.0
7030,"Now I'm Here - Live At Summer Sonic, Tokyo, Japan, 2014",Queen,38sIa2gfv4NsA5UFDXSw4y,0,0.262,0.936,9.0,-8.52,1.0,0.0971,0.0103,0.00353,0.958,0.12,138.148,306061.0,4.0
7031,Livin' for the Weekend,Fitz and The Tantrums,6TUSi9GZigMhBQ4k8zVK1Q,0,0.72,0.881,11.0,-3.793,0.0,0.0529,0.0259,0.0,0.103,0.839,150.136,175719.0,4.0
7032,"Yessir (feat. Kutty Slittz, Deuce Fontane, Louiz Rip & Soul Servers)",Smoov Confusion,1txUUQTJJeKOT6WNDeOAZj,0,0.832,0.44,1.0,-12.181,1.0,0.558,0.101,4.21e-05,0.674,0.396,165.018,300435.0,4.0
7033,Shamas Countersinging from Adjacent Territories,Andrew Skeoch,7LnOtHAqU2PiowYvz5QCwt,0,0.235,0.397,2.0,-30.32,1.0,0.85,0.889,0.0121,0.336,0.0553,79.81,1000353.0,4.0
7034,Broadcast Quality,The Receiving End Of Sirens,6H8geYznB31usYQXVn7ars,0,0.431,0.855,8.0,-6.592,1.0,0.0477,0.000964,0.000989,0.158,0.4,181.951,288827.0,4.0
7035,Crew (feat. Brent Faiyaz & Shy Glizzy) - Lido Remix,GoldLink,0BW2dDMThgAUzWTySIZdDm,0,0.763,0.677,1.0,-8.364,0.0,0.0709,0.0161,0.0,0.358,0.501,130.028,221000.0,4.0
7036,Classical Piano Music for Baby Sleep,Baby Lullaby Academy,2JxS3A9SqhMz1N48u08mEu,0,0.477,0.00753,6.0,-42.23,1.0,0.0291,0.94,1.33e-06,0.0979,0.19,74.991,84062.0,3.0
7037,La Fórmula Sigue,Zion,1uBgC9l7uDJa74UcPfaeJH,0,0.732,0.974,9.0,-4.161,1.0,0.264,0.15,0.0,0.123,0.256,90.006,295813.0,4.0
7038,Bookmark,Android Ethic,1k3Suk2bgwCXINWoaz8psn,0,0.494,0.802,11.0,-8.112,1.0,0.05,0.00468,1.02e-06,0.0606,0.771,107.967,219987.0,3.0
7039,Sunday Rain,Foo Fighters,1tDM9ElAIOimEPBEnkXqe2,0,0.538,0.533,11.0,-10.538,1.0,0.0298,0.000536,0.000833,0.127,0.723,77.466,371453.0,4.0
7040,Memories,Panic! At The Disco,0k8tcDGLSqUQAeuoOaUJj2,0,0.489,0.958,1.0,-2.731,0.0,0.05,0.000473,0.0,0.401,0.427,132.975,205533.0,4.0
7041,Desire,DeJ Loaf,1iEYNd2YDWOEFF5BFrPmRJ,0,0.717,0.537,0.0,-8.668,1.0,0.0676,0.565,9.25e-06,0.0747,0.432,129.989,220000.0,4.0
7042,Everybody Ought To Know,Bill & Gloria Gaither,1MNu6hGZkq9Gd6MO4WhH9E,0,0.457,0.53,0.0,-11.654,1.0,0.0324,0.786,0.000239,0.962,0.437,90.677,165360.0,4.0
7043,You Satisfy + One Thing Remains,UPPERROOM,7pRx2z268yKrwwmSTC4wNk,0,0.297,0.813,5.0,-7.145,1.0,0.0932,0.0777,4.49e-05,0.0871,0.113,146.15,1280358.0,4.0
7044,"Just Above and Below, And Then Right Here",Steen Chorchendorff Jorgensen,1mLgg5O5b6F16PR6KX8f1e,0,0.545,0.737,8.0,-9.709,0.0,0.0339,0.0228,0.856,0.215,0.0359,109.958,451167.0,4.0
7045,Breathe & Receive,Kensho,69fJjoW9ztUqoGhxswGDOw,0,0.865,0.293,7.0,-9.74,0.0,0.178,0.305,0.00224,0.0964,0.0891,125.853,140184.0,4.0
7046,"Nutcracker Suite, Op.71a: Nutcracker Suite, Op.71a: Dance of the Mirlitons (Reed Flutes)",Pyotr Ilyich Tchaikovsky,2WVf7z820y8GDCp870j1DS,0,0.487,0.157,2.0,-17.87,1.0,0.0502,0.971,0.924,0.19,0.511,136.929,142893.0,4.0
7047,Efforts,Juvie2xx,2RU4gv9GmgzQTBWxoFgPzN,0,0.69,0.79,11.0,-3.968,1.0,0.34,0.236,0.0,0.0767,0.717,156.689,159242.0,1.0
7048,100% Guaranteed,Joe Douglass & Spirit of Praise,3UnauadKjXJ45Mv8eZDexI,0,0.627,0.489,1.0,-6.599,1.0,0.0475,0.558,0.0,0.118,0.527,79.011,374783.0,4.0
7049,"Fat, Drunk, & Pregnant",TracieLynn,6gHiiQR3kBgv6Zx6Rw1IKN,0,0.549,0.831,0.0,-4.294,1.0,0.0362,0.214,0.0,0.357,0.754,81.071,176044.0,4.0
7050,Romantic Ballad of Dover Castle for Renaissance Lute (Live) [feat. Lana Ross],Andrei Krylov,6D3txmmLJq42aer2RGRZqZ,0,0.573,0.212,9.0,-13.585,0.0,0.05,0.966,0.882,0.107,0.404,98.892,208240.0,4.0
7051,Wołohy (Cai Caslavinieri & CJ Mars Remix) - [FDR promo version],Joryj Kłoc,7J7VkyAveGhFlDtPclzlEd,0,0.634,0.862,9.0,-2.903,1.0,0.128,0.175,0.0,0.144,0.496,127.896,217525.0,4.0
7052,En Filita Cooperando,Musicologo The Libro,03RRGi4FTHp46QFxBvozX7,0,0.559,0.895,10.0,-2.26,0.0,0.437,0.356,0.0864,0.375,0.914,185.805,164516.0,3.0
7053,Straight-Backed and Undeclared,Ford & Fitzroy,0pHe4GhwtcfwXbHoKTnDib,0,0.599,0.78,2.0,-5.905,1.0,0.0453,0.00119,8.71e-06,0.303,0.37,134.954,199933.0,4.0
7054,Trading My Sorrows,Israel & New Breed,7dxWZG4tny8cza4B39NZOZ,0,0.612,0.873,8.0,-7.116,1.0,0.153,0.0029,0.0,0.819,0.635,129.188,320200.0,4.0
7055,Tickets & Passports,Holiday Parade,2CfBthhfPjaZLiGHbmr5Yc,0,0.532,0.574,5.0,-6.338,1.0,0.0295,0.0839,0.0,0.127,0.282,78.952,364573.0,4.0
7056,MuZica Real (feat. Empirical 507 & Tony Toxik),DJ Keshkoon,5cNVpKfTWEX959djIFZzHG,0,0.646,0.717,10.0,-3.505,0.0,0.0657,0.285,1.57e-06,0.171,0.447,90.579,238066.0,4.0
7057,Casting Agents and Cowgirls,BUSDRIVER,47b8PghKzGQ3sLtUZfa0r8,0,0.678,0.741,7.0,-4.634,1.0,0.233,0.124,0.0,0.519,0.568,92.485,197200.0,4.0
7058,Hombre Lobo Adolescente,Rebel Cats,1lVcqcdXrOqqtKyF8HoCWF,0,0.448,0.97,0.0,-4.208,1.0,0.143,0.0219,0.105,0.158,0.299,118.938,162013.0,4.0
7059,The Possibilities,Micah P. Hinson,7bQfVffA2dP35ckFqmxKjP,0,0.499,0.152,4.0,-15.954,1.0,0.0386,0.948,0.161,0.1,0.0755,135.55,228915.0,4.0
7060,Leadership Song,Radmilla Cody,78eRh65fiVp2VkzXNPs8Mt,0,0.811,0.3,10.0,-7.924,1.0,0.548,0.924,0.0,0.0847,0.416,118.304,209591.0,4.0
7061,Department Stored,SR Fields,1NCP5sVgbyr6apkfW3TuYY,0,0.209,0.998,8.0,-11.913,1.0,0.151,0.745,0.00651,0.375,0.0248,110.064,103893.0,4.0
7062,Air Conditions,Q And Not U,5PqW3leOHv6pItNn7JQYhv,0,0.548,0.648,4.0,-12.018,0.0,0.0674,0.284,1.45e-05,0.19,0.238,125.554,238240.0,4.0
7063,Casting My Spell,The Pirates,64owBTtSYi26SM2wjBLTfc,0,0.679,0.599,6.0,-11.693,0.0,0.0995,0.182,0.00293,0.338,0.79,103.291,144280.0,4.0
7064,Porno,B From E,19vpR4VM4kMiOkssMEEU0S,0,0.671,0.904,5.0,-6.382,1.0,0.0402,0.000104,0.843,0.2,0.284,129.948,448095.0,4.0
7065,The Performer and the Chemist,Maxwell Hughes,2sPnLiCwQoNby5ccMGDQm5,0,0.213,0.303,1.0,-18.976,1.0,0.0328,0.23,0.859,0.0506,0.174,154.365,310560.0,4.0
7066,Death & Taxes,Daniel Caesar,7HnkUNPrhRurdGEm9nRYFH,0,0.448,0.328,7.0,-11.132,1.0,0.0351,0.803,9.34e-05,0.347,0.209,113.941,305081.0,3.0
7067,Weinberger Buys Groceries,Rick & Bubba,2HIULv6xu6uLtJ2qOcbRkt,0,0.627,0.432,7.0,-12.82,1.0,0.952,0.779,0.0,0.0687,0.743,79.156,142173.0,4.0
7068,It Serves You Right To Suffer - The Avener Rework,John Lee Hooker,5i4m88OA1OrDx3XSfa2xHE,0,0.811,0.861,11.0,-5.307,0.0,0.109,0.21,0.379,0.114,0.773,106.727,205400.0,4.0
7069,The Lottery Song - Bonus Track,The Format,3qA5USuSrlTVRRcRG4m8pt,0,0.787,0.54,5.0,-10.957,1.0,0.03,0.623,0.000719,0.14,0.724,95.015,144293.0,4.0
7070,Granted,Universe Mind,7AbU1ooripDn6YLMdhQpcq,0,0.136,0.00347,0.0,-41.891,1.0,0.045,0.972,0.96,0.101,0.0376,143.176,288980.0,3.0
7071,Love And Friendship,Scarface,2Rgs8Xf5AAFNe3xEZSRqA2,0,0.786,0.661,7.0,-8.418,1.0,0.0808,0.000847,6.87e-05,0.101,0.341,85.018,255467.0,4.0
7072,Sex & Suicide References,Velvet,2m1NZJJLGaDZQit7zJ3nd2,0,0.26,0.318,10.0,-12.388,1.0,0.0327,0.301,6.56e-06,0.653,0.226,170.785,216829.0,4.0
7073,Widespread Its Axis And,Big Dad Mom,2s0oNxU9iMMcuZBobYd6Qv,0,0.259,0.0131,1.0,-32.338,0.0,0.0595,0.868,0.958,0.201,0.027,62.657,61000.0,4.0
7074,City Rain Essence,Rain Sounds & Nature Sounds,71S8Oc2W6B2E7ClBqzYnRI,0,0.165,0.901,9.0,-18.553,1.0,0.235,0.0744,0.959,0.464,0.0125,62.716,93317.0,4.0
7075,"You Know When The Trojans Got That Horse And They Were All ""Yeah This Is Totally A Gift"" Thats How s",Panucci's Pizza,2FMmbhd1LSTnuJpw7I1Iaz,0,0.37,0.592,9.0,-6.933,1.0,0.0488,0.409,0.00504,0.0792,0.2,165.75,179700.0,4.0
7076,Creations Part 1 & 2 - (Paul Bender) Commentary,Hiatus Kaiyote,2V3H5VlJfCTZ6aWu5ji4Hr,0,0.633,0.0381,1.0,-35.751,0.0,0.922,0.959,0.0,0.651,0.711,135.14,49758.0,4.0
7077,Over-the-Ocean Call (Andrew),Lizzy McAlpine,3zOTVGUC2B5SJJQSjMfA2h,0,0.632,0.247,0.0,-14.445,1.0,0.125,0.828,0.000286,0.287,0.0916,91.34,370133.0,4.0
7078,Burglar Bars and Cameras,Young Scooter,50SgdLcIYKONAbrJaQ3Svi,0,0.821,0.612,6.0,-5.367,0.0,0.269,0.0909,0.0,0.369,0.633,139.99,190511.0,5.0
7079,Hate The Other Side (with Marshmello & The Kid Laroi),Juice WRLD,0ada5XsQGLPUVbmTCkAP49,0,0.701,0.65,6.0,-6.313,1.0,0.104,0.291,0.0,0.112,0.647,90.003,160212.0,4.0
7080,"The Dishwasher and the Disposall (General Electric Appliances, 1956)",The John Halloran Chorus,4cDvu01lVB0V2pEzXKHWAX,0,0.799,0.504,7.0,-8.019,1.0,0.064,0.798,0.0,0.295,0.593,77.887,76413.0,4.0
7081,Soul On The Run - Progressive Mix,Andrew Rayel,4NFNMnmZ0fnWqMVAL06LEc,0,0.485,0.744,7.0,-4.119,1.0,0.0505,0.0215,1.87e-05,0.148,0.109,131.835,202264.0,4.0
7082,12 GAUGE,Undead Ronin,7Ljg9EvRqgfC19nJBWO9NO,0,0.57,0.913,1.0,-2.505,1.0,0.124,0.00184,0.0781,0.308,0.508,76.504,127120.0,4.0
7083,Openings And Endings,Natalie Edelson,5Eg9rskHkUN94PZMI7ZwJC,0,0.644,0.302,10.0,-12.005,1.0,0.0403,0.908,0.00759,0.0871,0.653,114.201,205960.0,4.0
7084,And It Never Ends,Crumb,0U1HzEEpoAkEg7nsE35rZD,0,0.528,0.398,6.0,-7.986,1.0,0.0287,0.701,0.878,0.1,0.0663,120.1,173333.0,3.0
7085,Dishwasher - Part 01,Baby Sleep Music & Sounds Library,7capGl9TpBkjHfssVmCMnf,0,0.168,0.369,7.0,-22.402,1.0,0.0461,0.147,0.723,0.226,0.4,60.024,63537.0,4.0
7086,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,5QqyRUZeBE04yJxsD1OC0I,0,0.76,0.574,1.0,-8.57,1.0,0.126,0.0155,2.02e-05,0.199,0.137,134.981,260672.0,4.0
7087,Headphones,Michael Franti & Spearhead,4IKemafyHFtR6vRFCT2w5m,0,0.608,0.593,0.0,-9.215,0.0,0.0605,0.366,0.591,0.104,0.341,172.011,258347.0,4.0
7088,Myrtle Flower - Folk Song,Albanian Popular Music Ensemble Of Tirana,51MRqzb6h4LN6Uu8hZ6FbA,0,0.618,0.475,6.0,-9.539,0.0,0.0374,0.0322,0.0161,0.24,0.693,103.181,141200.0,4.0
7089,Wait And See,Iration,2CoGg71SqwNgriNkOLClae,0,0.768,0.684,1.0,-7.826,0.0,0.0381,0.0422,4.8e-05,0.0854,0.964,140.298,234240.0,4.0
7090,Stained Glass Eyes And Colorful Tears,Pierce The Veil,2ag0hixCwLjj9Gi5Z44hbO,0,0.412,0.975,2.0,-3.51,1.0,0.0841,5.81e-05,6.72e-05,0.101,0.335,156.061,218560.0,3.0
7091,Photograph - Live,Def Leppard,4VfWY8hydsKIXtKQ2AT9oO,0,0.451,0.915,1.0,-4.931,1.0,0.0551,3.65e-05,0.315,0.319,0.474,121.766,275666.0,4.0
7092,Arquon and the Notion of Relevance,Zarqnon,1q1Nw0U8VQcOhkw1ggP4Qq,0,0.871,0.907,2.0,-7.609,0.0,0.0381,0.907,0.315,0.109,0.933,180.052,173312.0,3.0
7093,The Invitation Song,Calvin Standing Bear,3KSQeiINvCteaPo3366Uoa,0,0.387,0.0257,1.0,-12.483,0.0,0.0391,0.933,0.0,0.0959,0.175,132.992,304280.0,4.0
7094,And Then,Ben Evans-Parker,1ZepDoXqsQdiyD87zBxYK1,0,0.522,0.0205,5.0,-24.368,1.0,0.0612,0.994,0.951,0.11,0.395,131.953,147267.0,4.0
7095,The Life And Times Of A Teenage Rock God,Rob Zombie,0xdeIyhlfgOq9BAg3VUr5G,0,0.565,0.874,2.0,-3.511,1.0,0.0755,0.000636,0.000235,0.0709,0.571,95.002,174467.0,4.0
7096,Feeling Stronger - Priority One & NCT Remix,MUZZ,0b99umnYrcAejAr0ZZ9o0W,0,0.492,0.853,0.0,-4.529,0.0,0.0492,0.00798,0.000331,0.307,0.0388,175.06,289744.0,4.0
7097,Represent (feat. Celph Titled & Motive),Apathy,5MH1E2B3QS3tz2ICwiQNl3,0,0.709,0.815,6.0,-8.257,1.0,0.323,0.258,0.0,0.181,0.64,92.68,200947.0,4.0
